Conference_name,Speaker,Attendee_list,conference_date,conference_llocation
Takamatsu University,"[{""first_name"":""Marcellus"",""last_name"":""Maddock"",""NPI"":""5726079175""}]","[{""first_name"":""Solly"",""last_name"":""Picknett"",""NPI"":""3548272282""},{""first_name"":""Nessa"",""last_name"":""Lampl"",""NPI"":""8669403862""},{""first_name"":""Fernanda"",""last_name"":""Godding"",""NPI"":""0172096243""},{""first_name"":""Kare"",""last_name"":""Insall"",""NPI"":""7875570840""}]",10/15/2019,Jiakexi
Saurashtra University,"[{""first_name"":""Marin"",""last_name"":""Hembling"",""NPI"":""2503707335""}]","[{""first_name"":""Mack"",""last_name"":""Popeley"",""NPI"":""4151147268""},{""first_name"":""Dix"",""last_name"":""Janaszewski"",""NPI"":""1953564151""},{""first_name"":""Rodd"",""last_name"":""Stopford"",""NPI"":""5041570507""},{""first_name"":""Bartlett"",""last_name"":""MacAree"",""NPI"":""4194367707""},{""first_name"":""Bertie"",""last_name"":""Clout"",""NPI"":""8274332342""}]",8/16/2019,Lidingö
Aligarh Muslim University,"[{""first_name"":""Arri"",""last_name"":""Ackermann"",""NPI"":""7903195441""}]","[{""first_name"":""Jourdain"",""last_name"":""Swadlen"",""NPI"":""5505496563""},{""first_name"":""Alaine"",""last_name"":""Le Houx"",""NPI"":""6586469686""},{""first_name"":""Arlyne"",""last_name"":""Domke"",""NPI"":""0014579480""},{""first_name"":""Mark"",""last_name"":""Barus"",""NPI"":""6678092945""}]",10/29/2018,Farkaždin
College of the Rockies,"[{""first_name"":""Garek"",""last_name"":""Andriveaux"",""NPI"":""6538300227""}]","[{""first_name"":""Meggi"",""last_name"":""Lanston"",""NPI"":""5175122185""},{""first_name"":""Nate"",""last_name"":""Laidlow"",""NPI"":""0822837102""},{""first_name"":""Margarethe"",""last_name"":""Arntzen"",""NPI"":""2999378874""}]",3/5/2019,Sulechów
Universidad del Mayab,"[{""first_name"":""Mathilda"",""last_name"":""Olufsen"",""NPI"":""7216000161""}]","[{""first_name"":""Inness"",""last_name"":""Ovey"",""NPI"":""2056878399""},{""first_name"":""Rosemaria"",""last_name"":""Logesdale"",""NPI"":""5772835807""},{""first_name"":""Anni"",""last_name"":""Shawley"",""NPI"":""2347406086""},{""first_name"":""Colly"",""last_name"":""Caulcutt"",""NPI"":""4958201440""}]",4/17/2019,Vinica
Uzima University College ,"[{""first_name"":""Howie"",""last_name"":""O'Henery"",""NPI"":""1699710619""}]","[{""first_name"":""Arly"",""last_name"":""Ajam"",""NPI"":""6787560788""},{""first_name"":""Willabella"",""last_name"":""Poller"",""NPI"":""0317242318""},{""first_name"":""Paxon"",""last_name"":""Chastanet"",""NPI"":""1110382073""},{""first_name"":""Kellen"",""last_name"":""Gilmartin"",""NPI"":""8570374437""},{""first_name"":""Nora"",""last_name"":""Sweedy"",""NPI"":""9882809901""}]",10/14/2019,Hujiaying
Maranatha Baptist Bible College,"[{""first_name"":""Lissie"",""last_name"":""Purchall"",""NPI"":""2922950425""}]","[{""first_name"":""Lilith"",""last_name"":""Rawdales"",""NPI"":""6453132370""},{""first_name"":""Andrey"",""last_name"":""Nettles"",""NPI"":""6411633177""},{""first_name"":""Sergent"",""last_name"":""Blodgett"",""NPI"":""3890684939""},{""first_name"":""Abel"",""last_name"":""Jakoubek"",""NPI"":""0769762670""},{""first_name"":""Christabella"",""last_name"":""Audiss"",""NPI"":""2098530579""}]",3/1/2019,Qingu
University of Science and Technology of China,"[{""first_name"":""Margy"",""last_name"":""Caitlin"",""NPI"":""6646117284""}]","[{""first_name"":""Melly"",""last_name"":""Tripean"",""NPI"":""8630060816""},{""first_name"":""Solly"",""last_name"":""Picknett"",""NPI"":""3548272282""},{""first_name"":""Evita"",""last_name"":""Gritsunov"",""NPI"":""4037920190""},{""first_name"":""Brade"",""last_name"":""MacMeekan"",""NPI"":""7008052871""},{""first_name"":""Netta"",""last_name"":""Jennemann"",""NPI"":""9330683452""}]",8/2/2019,Zyukayka
Universidad Metropolitana de Asunción,"[{""first_name"":""Dido"",""last_name"":""Pavolillo"",""NPI"":""3915637696""}]","[{""first_name"":""Vaughan"",""last_name"":""Alliberton"",""NPI"":""8740215644""},{""first_name"":""Buiron"",""last_name"":""Broadway"",""NPI"":""4418777318""},{""first_name"":""Meggi"",""last_name"":""Lanston"",""NPI"":""5175122185""},{""first_name"":""Dorise"",""last_name"":""Dabourne"",""NPI"":""0134892658""}]",7/17/2019,Sungaigerong
West Chester University of Pennsylvania,"[{""first_name"":""Noak"",""last_name"":""Siddle"",""NPI"":""2162685434""}]","[{""first_name"":""Shane"",""last_name"":""Fothergill"",""NPI"":""5215506973""},{""first_name"":""Carce"",""last_name"":""Martindale"",""NPI"":""0242094686""},{""first_name"":""Liesa"",""last_name"":""Hasnip"",""NPI"":""4736470607""}]",6/19/2019,Sémé
Business School Lausanne (BSL),"[{""first_name"":""Tonia"",""last_name"":""Guiel"",""NPI"":""6285458642""}]","[{""first_name"":""Nessa"",""last_name"":""Lampl"",""NPI"":""8669403862""},{""first_name"":""Gillian"",""last_name"":""Coates"",""NPI"":""4955749569""},{""first_name"":""Abra"",""last_name"":""Prozescky"",""NPI"":""1749286068""},{""first_name"":""Jackie"",""last_name"":""Cobbin"",""NPI"":""5068277177""},{""first_name"":""Ernest"",""last_name"":""Ambroz"",""NPI"":""0304207977""}]",2/1/2019,Arboga
University of Kansas,"[{""first_name"":""Bebe"",""last_name"":""Gheorghe"",""NPI"":""1188042106""}]","[{""first_name"":""Georgina"",""last_name"":""Clemendet"",""NPI"":""7663664833""},{""first_name"":""Dosi"",""last_name"":""Cobain"",""NPI"":""2339174686""},{""first_name"":""Arlee"",""last_name"":""Dugget"",""NPI"":""0881811386""}]",9/26/2019,Kuzhorskaya
Oxford Brookes University,"[{""first_name"":""Harp"",""last_name"":""Valentinetti"",""NPI"":""8173170347""}]","[{""first_name"":""Edik"",""last_name"":""Cuskery"",""NPI"":""0322191971""},{""first_name"":""Andrew"",""last_name"":""Bottinelli"",""NPI"":""9473000162""},{""first_name"":""Janina"",""last_name"":""Di Napoli"",""NPI"":""8809590813""},{""first_name"":""Janaya"",""last_name"":""Godson"",""NPI"":""2325604535""}]",11/16/2018,Guolemude
Universitas Pancasakti Tegal,"[{""first_name"":""Alard"",""last_name"":""Ripsher"",""NPI"":""7168740733""}]","[{""first_name"":""Von"",""last_name"":""Linham"",""NPI"":""5049892627""},{""first_name"":""Rowland"",""last_name"":""Poyner"",""NPI"":""9768233729""},{""first_name"":""Ira"",""last_name"":""Marzelle"",""NPI"":""9595449903""},{""first_name"":""Grethel"",""last_name"":""Benoix"",""NPI"":2799293735}]",11/10/2018,Wolfsberg
Anadolu University,"[{""first_name"":""Christabel"",""last_name"":""Muehle"",""NPI"":""2635326207""}]","[{""first_name"":""Marga"",""last_name"":""Dyball"",""NPI"":""2624705767""},{""first_name"":""Lissie"",""last_name"":""Purchall"",""NPI"":""2922950425""},{""first_name"":""Charley"",""last_name"":""Gorring"",""NPI"":""7511762123""}]",9/9/2019,Qiankou
Universiti Tun Abdul Razak,"[{""first_name"":""Deb"",""last_name"":""Winnard"",""NPI"":""8744723539""}]","[{""first_name"":""Bernhard"",""last_name"":""Caselli"",""NPI"":""5829196514""},{""first_name"":""Carola"",""last_name"":""Mepsted"",""NPI"":""1520290950""},{""first_name"":""Land"",""last_name"":""Yeaman"",""NPI"":""8249014723""},{""first_name"":""Shaine"",""last_name"":""Tabord"",""NPI"":""2725197791""},{""first_name"":""Aldric"",""last_name"":""Volkes"",""NPI"":""2122646853""}]",4/9/2019,Punta Arenas
Thiel College,"[{""first_name"":""Michaella"",""last_name"":""Burness"",""NPI"":""9567453721""}]","[{""first_name"":""Milzie"",""last_name"":""Vanacci"",""NPI"":""4701872040""},{""first_name"":""Wilbur"",""last_name"":""Renfree"",""NPI"":""4786694355""},{""first_name"":""Dilly"",""last_name"":""Tomasicchio"",""NPI"":""3961671885""}]",1/30/2019,Santa Clara
University of Turku,"[{""first_name"":""Cleve"",""last_name"":""Matteau"",""NPI"":""3853713084""}]","[{""first_name"":""Anabel"",""last_name"":""Itzik"",""NPI"":""8293896841""},{""first_name"":""Elmer"",""last_name"":""Walkling"",""NPI"":""3323926625""},{""first_name"":""Lyman"",""last_name"":""Petch"",""NPI"":""4959772158""},{""first_name"":""Bev"",""last_name"":""McKleod"",""NPI"":""0105322903""},{""first_name"":""Arri"",""last_name"":""Cerith"",""NPI"":""3490696336""}]",4/21/2019,Banfora
Limestone College,"[{""first_name"":""Jedediah"",""last_name"":""Rathke"",""NPI"":""6878406951""}]","[{""first_name"":""Gideon"",""last_name"":""Morhall"",""NPI"":""0153500174""},{""first_name"":""Barbie"",""last_name"":""Pruvost"",""NPI"":""6243520382""},{""first_name"":""Tadio"",""last_name"":""Littell"",""NPI"":""2380819815""},{""first_name"":""Martita"",""last_name"":""Peasee"",""NPI"":""1067006788""},{""first_name"":""Jonas"",""last_name"":""Lehon"",""NPI"":""5743580006""}]",12/5/2018,Norrtälje
Fachhochschule für Verwaltung und Rechtspflege Berlin,"[{""first_name"":""Terrel"",""last_name"":""Glaum"",""NPI"":""2442162539""}]","[{""first_name"":""Obed"",""last_name"":""Dene"",""NPI"":""8033848154""},{""first_name"":""Alix"",""last_name"":""Rusted"",""NPI"":""4002482405""},{""first_name"":""Torre"",""last_name"":""Burth"",""NPI"":4961943819},{""first_name"":""Hyacinthe"",""last_name"":""Vickery"",""NPI"":""0589084259""},{""first_name"":""Aeriel"",""last_name"":""Golborne"",""NPI"":""0306248255""}]",3/4/2019,Le Lamentin
Sadjad Institute of Technology,"[{""first_name"":""Merry"",""last_name"":""Magne"",""NPI"":""1663050155""}]","[{""first_name"":""Brandy"",""last_name"":""Yaneev"",""NPI"":""0458069760""},{""first_name"":""Nealon"",""last_name"":""Eustis"",""NPI"":""3682510400""},{""first_name"":""Norah"",""last_name"":""Torricina"",""NPI"":""6818637140""},{""first_name"":""Sarette"",""last_name"":""Sterling"",""NPI"":""5417438928""}]",3/14/2019,Huayuan
Jiangxi University of Finance and Economics,"[{""first_name"":""Hall"",""last_name"":""Bailes"",""NPI"":""6135132636""}]","[{""first_name"":""Wolf"",""last_name"":""Taverner"",""NPI"":""1384462139""},{""first_name"":""Marcellus"",""last_name"":""McGarrity"",""NPI"":""5499158770""},{""first_name"":""Gherardo"",""last_name"":""Perigeaux"",""NPI"":7210385843},{""first_name"":""Pollyanna"",""last_name"":""Rathborne"",""NPI"":9392991037},{""first_name"":""Saleem"",""last_name"":""Grimme"",""NPI"":""8869157539""}]",5/7/2019,Thành Phố Ninh Bình
IMPAC University,"[{""first_name"":""Jackie"",""last_name"":""Cobbin"",""NPI"":""5068277177""}]","[{""first_name"":""Ives"",""last_name"":""Willox"",""NPI"":""1431658529""},{""first_name"":""Aileen"",""last_name"":""Fisk"",""NPI"":""5364249271""},{""first_name"":""Graham"",""last_name"":""Bygrove"",""NPI"":""8410022966""}]",1/23/2019,San José de Río Tinto
Budapest Buddhist University,"[{""first_name"":""Ethelred"",""last_name"":""Jacombs"",""NPI"":""8603564876""}]","[{""first_name"":""Ernest"",""last_name"":""Ambroz"",""NPI"":""0304207977""},{""first_name"":""Theodosia"",""last_name"":""Janoschek"",""NPI"":""1900519798""},{""first_name"":""Carlene"",""last_name"":""Jonk"",""NPI"":""9759862204""},{""first_name"":""Nessa"",""last_name"":""Lampl"",""NPI"":""8669403862""},{""first_name"":""Lorain"",""last_name"":""Reavey"",""NPI"":""0281625514""}]",1/4/2019,Buga
Technical University of Zielona Gora,"[{""first_name"":""Deidre"",""last_name"":""Ruhben"",""NPI"":""7220040350""}]","[{""first_name"":""Panchito"",""last_name"":""Hundell"",""NPI"":""3152559577""},{""first_name"":""Adolphe"",""last_name"":""Cunio"",""NPI"":""0802309682""},{""first_name"":""Noland"",""last_name"":""Dome"",""NPI"":""2595448781""}]",12/13/2018,Mazha
Universidade Estadual do Piauí,"[{""first_name"":""Estella"",""last_name"":""Cortez"",""NPI"":""9326646025""}]","[{""first_name"":""Gun"",""last_name"":""Beardshaw"",""NPI"":""2599555183""},{""first_name"":""Sergent"",""last_name"":""Jerg"",""NPI"":""4302447524""},{""first_name"":""Willetta"",""last_name"":""Chellenham"",""NPI"":""7168089099""},{""first_name"":""Dosi"",""last_name"":""Cobain"",""NPI"":""2339174686""},{""first_name"":""Jacqui"",""last_name"":""Garling"",""NPI"":""7854121877""}]",12/6/2018,Karlskoga
Free University of Bozen,"[{""first_name"":""Norah"",""last_name"":""Torricina"",""NPI"":""6818637140""}]","[{""first_name"":""Salli"",""last_name"":""Bowgen"",""NPI"":""4635411214""},{""first_name"":""Felisha"",""last_name"":""Abbotts"",""NPI"":""5901153812""},{""first_name"":""Ivan"",""last_name"":""Fludder"",""NPI"":""1951772644""},{""first_name"":""Moore"",""last_name"":""Marron"",""NPI"":""0483466867""},{""first_name"":""Annalise"",""last_name"":""Mankor"",""NPI"":""7912721363""}]",1/10/2019,Phichit
Ebonyi State University,"[{""first_name"":""Christie"",""last_name"":""McCluskey"",""NPI"":""8728427270""}]","[{""first_name"":""Glennis"",""last_name"":""Thornally"",""NPI"":""6163978005""},{""first_name"":""Darbie"",""last_name"":""Burling"",""NPI"":""0090717546""},{""first_name"":""Josy"",""last_name"":""Birkenhead"",""NPI"":""0783204426""},{""first_name"":""Afton"",""last_name"":""Quayle"",""NPI"":""6676168707""},{""first_name"":""Fransisco"",""last_name"":""Fisbey"",""NPI"":""4003589343""}]",11/18/2018,Sambirata
Universidad Metropolitana,"[{""first_name"":""Sasha"",""last_name"":""Dillet"",""NPI"":""5922092812""}]","[{""first_name"":""Gene"",""last_name"":""Mackro"",""NPI"":""0737263806""},{""first_name"":""Teresita"",""last_name"":""Jewkes"",""NPI"":""8589162788""},{""first_name"":""Fannie"",""last_name"":""Coburn"",""NPI"":""4687390331""},{""first_name"":""Janelle"",""last_name"":""Davenport"",""NPI"":""7855327584""}]",7/9/2019,Wucun
Ho Chi Minh City University of Economics,"[{""first_name"":""Carleton"",""last_name"":""Servis"",""NPI"":""1744868565""}]","[{""first_name"":""Henrietta"",""last_name"":""Andrieu"",""NPI"":""1183220774""},{""first_name"":""Christy"",""last_name"":""Aldine"",""NPI"":""8237497406""},{""first_name"":""Dennie"",""last_name"":""Worthington"",""NPI"":""4727502631""}]",1/3/2019,‘Ayn al Bayḑā
Fine Arts Academy in Warsaw,"[{""first_name"":""Russell"",""last_name"":""Glassman"",""NPI"":""0408510234""}]","[{""first_name"":""Livy"",""last_name"":""Vasilischev"",""NPI"":""4489726945""},{""first_name"":""Shane"",""last_name"":""Fothergill"",""NPI"":""5215506973""},{""first_name"":""Dorette"",""last_name"":""Filippone"",""NPI"":""8726245728""},{""first_name"":""Kiri"",""last_name"":""McCorley"",""NPI"":""0082427135""},{""first_name"":""Bettye"",""last_name"":""Farenden"",""NPI"":""0053015207""}]",10/31/2018,Paitan Este
Zhejiang University of Technology,"[{""first_name"":""Sargent"",""last_name"":""Blackney"",""NPI"":""2579087966""}]","[{""first_name"":""Elliott"",""last_name"":""Dmitr"",""NPI"":""4703209128""},{""first_name"":""Nora"",""last_name"":""Sweedy"",""NPI"":""9882809901""},{""first_name"":""Amos"",""last_name"":""Noraway"",""NPI"":""1236256131""},{""first_name"":""Dane"",""last_name"":""Birdis"",""NPI"":""0849244617""}]",7/5/2019,Kepel
Amravati University,"[{""first_name"":""Welsh"",""last_name"":""Giannotti"",""NPI"":""1950337383""}]","[{""first_name"":""Ramonda"",""last_name"":""Schapero"",""NPI"":""4617162100""},{""first_name"":""Willetta"",""last_name"":""Chellenham"",""NPI"":""7168089099""},{""first_name"":""Patrica"",""last_name"":""Leyrroyd"",""NPI"":""5583334363""}]",3/24/2019,Sucre
Fachhochschule St. Gallen,"[{""first_name"":""Amerigo"",""last_name"":""Vreede"",""NPI"":""6193009574""}]","[{""first_name"":""Martita"",""last_name"":""Peasee"",""NPI"":""1067006788""},{""first_name"":""Bernhard"",""last_name"":""Caselli"",""NPI"":""5829196514""},{""first_name"":""Aron"",""last_name"":""Peris"",""NPI"":4762755419},{""first_name"":""Sergent"",""last_name"":""Jerg"",""NPI"":""4302447524""},{""first_name"":""Rivy"",""last_name"":""Clawson"",""NPI"":""2861511761""}]",4/9/2019,Zhongshanmen
Universidad San Juan de la Cruz,"[{""first_name"":""Josey"",""last_name"":""Bursell"",""NPI"":""1837300968""}]","[{""first_name"":""Doretta"",""last_name"":""Twiddle"",""NPI"":""1758761954""},{""first_name"":""Jeromy"",""last_name"":""Elwin"",""NPI"":""2026578567""},{""first_name"":""Sergent"",""last_name"":""Blodgett"",""NPI"":""3890684939""},{""first_name"":""Laney"",""last_name"":""McCahey"",""NPI"":""8828276126""}]",11/8/2018,Xiangshui
University of Kalamoon,"[{""first_name"":""Camille"",""last_name"":""Aicheson"",""NPI"":""8451353029""}]","[{""first_name"":""Natale"",""last_name"":""Somerscales"",""NPI"":""5337850318""},{""first_name"":""Rivy"",""last_name"":""Clawson"",""NPI"":""2861511761""},{""first_name"":""Shaun"",""last_name"":""Manjin"",""NPI"":""4371174744""},{""first_name"":""Hugh"",""last_name"":""Kingsman"",""NPI"":""3916157817""}]",11/3/2018,Geneng Tengah
Aktau State University,"[{""first_name"":""Evita"",""last_name"":""Gritsunov"",""NPI"":""4037920190""}]","[{""first_name"":""Esdras"",""last_name"":""Grimmolby"",""NPI"":""3088034197""},{""first_name"":""Lonny"",""last_name"":""Carff"",""NPI"":""6682606990""},{""first_name"":""Duke"",""last_name"":""Deverose"",""NPI"":""6182487380""}]",4/10/2019,Siderejo
Louisiana State University in Shreveport,"[{""first_name"":""Gay"",""last_name"":""Dominetti"",""NPI"":""3840583284""}]","[{""first_name"":""Yolande"",""last_name"":""Howorth"",""NPI"":""5673774869""},{""first_name"":""Gay"",""last_name"":""Dominetti"",""NPI"":""3840583284""},{""first_name"":""Nita"",""last_name"":""Dewerson"",""NPI"":""5511554030""}]",1/17/2019,Shaghat
Paul Quinn College,"[{""first_name"":""Ninnette"",""last_name"":""Ballach"",""NPI"":""0038494302""}]","[{""first_name"":""Iseabal"",""last_name"":""Liddy"",""NPI"":""1490869166""},{""first_name"":""Ursula"",""last_name"":""Addington"",""NPI"":""9709431773""},{""first_name"":""Edouard"",""last_name"":""Dibb"",""NPI"":""8419005819""},{""first_name"":""Ellary"",""last_name"":""Ricketts"",""NPI"":""9016129278""}]",11/4/2018,Lacombe
Chinhoyi University of Technology,"[{""first_name"":""Gilberta"",""last_name"":""Penylton"",""NPI"":""9582816570""}]","[{""first_name"":""Derril"",""last_name"":""Shortell"",""NPI"":""3929651106""},{""first_name"":""Melva"",""last_name"":""Ardron"",""NPI"":""2100427393""},{""first_name"":""Chickie"",""last_name"":""Chivers"",""NPI"":""7366119644""},{""first_name"":""Concettina"",""last_name"":""Coots"",""NPI"":""9656336151""}]",8/13/2019,Kademangan
Bethany College Kansas,"[{""first_name"":""Bay"",""last_name"":""Seally"",""NPI"":""0825755212""}]","[{""first_name"":""Kenneth"",""last_name"":""Colliford"",""NPI"":""0704371235""},{""first_name"":""Harcourt"",""last_name"":""Mulvin"",""NPI"":""8662872735""},{""first_name"":""Roxanna"",""last_name"":""Braniff"",""NPI"":""2653744104""}]",10/16/2019,Opatów
William Mitchell College of Law,"[{""first_name"":""Grady"",""last_name"":""Bagster"",""NPI"":""5563497097""}]","[{""first_name"":""Panchito"",""last_name"":""McGarva"",""NPI"":""8496499359""},{""first_name"":""Marshall"",""last_name"":""De la Eglise"",""NPI"":""4014188493""},{""first_name"":""Hamel"",""last_name"":""Blesli"",""NPI"":""1219236861""},{""first_name"":""Kippy"",""last_name"":""Sotham"",""NPI"":""1944885390""},{""first_name"":""Ivan"",""last_name"":""Corsar"",""NPI"":""7711023774""}]",7/26/2019,Gandrungmangu
